M=1.5 Msun              				        M=3.0 Msu    
ISOT.            Z        X_ini       X_AGB_He      M_He(ej)	  X_AGB_He      M_He(ej)      
nd150   3.0000D-02   1.7423D-10     4.9683D-11    1.1856D-02	4.9902D-11    1.3100D-02   
pm147   3.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pm148   3.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pm149   3.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm147   3.0000D-02   1.4588D-10     2.8331D-10    1.1856D-02	1.0074D-09    1.3100D-02   
sm148   3.0000D-02   1.0748D-10     1.0143D-09    1.1856D-02	3.2452D-09    1.3100D-02   
sm149   3.0000D-02   1.3193D-10     1.5299D-10    1.1856D-02	5.2914D-10    1.3100D-02   
sm150   3.0000D-02   7.1257D-11     6.6206D-10    1.1856D-02	2.2845D-09    1.3100D-02   
sm151   3.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm152   3.0000D-02   2.6047D-10     5.6979D-10    1.1856D-02	1.9109D-09    1.3100D-02   
sm153   3.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm154   3.0000D-02   2.2445D-10     3.8185D-11    1.1856D-02	1.0491D-10    1.3100D-02   
eu151   3.0000D-02   1.7464D-10     1.0904D-10    1.1856D-02	3.6824D-10    1.3100D-02   
eu152   3.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu153   3.0000D-02   1.9331D-10     9.5295D-11    1.1856D-02	3.1657D-10    1.3100D-02   
eu154   3.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu155   3.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu156   3.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu157   3.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
      					       	                	   				          
ba134   4.0000D-02   3.6327D-10     6.8843D-09    1.1856D-02	1.7049D-08    1.3100D-02   
ba135   4.0000D-02   9.9387D-10     4.3841D-09    1.1856D-02	1.3260D-08    1.3100D-02   
ba136   4.0000D-02   1.1940D-09     1.8119D-08    1.1856D-02	5.4304D-08    1.3100D-02   
ba137   4.0000D-02   1.7173D-09     1.3311D-08    1.1856D-02	4.6105D-08    1.3100D-02   
ba138   4.0000D-02   1.1052D-08     7.6443D-08    1.1856D-02	2.6444D-07    1.3100D-02   
ba139   4.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ba140   4.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
la139   4.0000D-02   1.5419D-09     7.5132D-09    1.1856D-02	2.4941D-08    1.3100D-02   
la140   4.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
la141   4.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ce140   4.0000D-02   3.4994D-09     1.7209D-08    1.1856D-02	5.7725D-08    1.3100D-02   
ce141   4.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ce142   4.0000D-02   4.4500D-10     6.3992D-10    1.1856D-02	1.8663D-09    1.3100D-02   
ce143   4.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pr141   4.0000D-02   5.8565D-10     1.7327D-09    1.1856D-02	5.6761D-09    1.3100D-02   
pr142   4.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pr143   4.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd142   4.0000D-02   7.9465D-10     4.1045D-09    1.1856D-02	1.3004D-08    1.3100D-02   
nd143   4.0000D-02   3.5566D-10     6.7416D-10    1.1856D-02	2.0408D-09    1.3100D-02   
nd144   4.0000D-02   7.0556D-10     2.1741D-09    1.1856D-02	6.3423D-09    1.3100D-02   
nd145   4.0000D-02   2.4776D-10     4.2580D-10    1.1856D-02	1.2135D-09    1.3100D-02   
nd146   4.0000D-02   5.1564D-10     1.9389D-09    1.1856D-02	5.5736D-09    1.3100D-02   
nd147   4.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd148   4.0000D-02   1.7558D-10     1.7502D-10    1.1856D-02	6.4903D-10    1.3100D-02   
nd149   4.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd150   4.0000D-02   1.7423D-10     7.1369D-11    1.1856D-02	7.0825D-11    1.3100D-02   
pm147   4.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pm148   4.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pm149   4.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm147   4.0000D-02   1.4588D-10     1.7895D-10    1.1856D-02	5.1458D-10    1.3100D-02   
sm148   4.0000D-02   1.0748D-10     6.3903D-10    1.1856D-02	1.6500D-09    1.3100D-02   
sm149   4.0000D-02   1.3193D-10     9.9573D-11    1.1856D-02	2.7206D-10    1.3100D-02   
sm150   4.0000D-02   7.1257D-11     4.3460D-10    1.1856D-02	1.1767D-09    1.3100D-02   
sm151   4.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm152   4.0000D-02   2.6047D-10     3.9543D-10    1.1856D-02	1.0095D-09    1.3100D-02   
sm153   4.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
sm154   4.0000D-02   2.2445D-10     4.7279D-11    1.1856D-02	8.2729D-11    1.3100D-02   
eu151   4.0000D-02   1.7464D-10     7.4124D-11    1.1856D-02	1.9258D-10    1.3100D-02   
eu152   4.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu153   4.0000D-02   1.9331D-10     6.7379D-11    1.1856D-02	1.6982D-10    1.3100D-02   
eu154   4.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu155   4.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu156   4.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
eu157   4.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
