M=1.5 Msun              				        M=3.0 Msu    
ISOT.            Z        X_ini       X_AGB_He      M_He(ej)	  X_AGB_He      M_He(ej)      
sm149   4.5000D-03   1.3193D-10     4.4949D-09    2.1424D-02	1.0276D-08    2.3600D-02   
sm150   4.5000D-03   7.1257D-11     1.9348D-08    2.1424D-02	4.4588D-08    2.3600D-02   
sm151   4.5000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
sm152   4.5000D-03   2.6047D-10     1.6113D-08    2.1424D-02	3.7914D-08    2.3600D-02   
sm153   4.5000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
sm154   4.5000D-03   2.2445D-10     3.5612D-10    2.1424D-02	9.4564D-10    2.3600D-02   
eu151   4.5000D-03   1.7464D-10     3.1051D-09    2.1424D-02	7.2161D-09    2.3600D-02   
eu152   4.5000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu153   4.5000D-03   1.9331D-10     2.6541D-09    2.1424D-02	6.2167D-09    2.3600D-02   
eu154   4.5000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu155   4.5000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu156   4.5000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu157   4.5000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
      					       	       	  		   				          
ba134   5.0000D-03   3.6327D-10     8.6287D-08    2.1424D-02	1.1230D-07    2.3600D-02   
ba135   5.0000D-03   9.9387D-10     5.7404D-08    2.1424D-02	9.8351D-08    2.3600D-02   
ba136   5.0000D-03   1.1940D-09     2.9860D-07    2.1424D-02	3.7495D-07    2.3600D-02   
ba137   5.0000D-03   1.7173D-09     2.6424D-07    2.1424D-02	7.5776D-07    2.3600D-02   
ba138   5.0000D-03   1.1052D-08     2.4923D-06    2.1424D-02	4.3875D-06    2.3600D-02   
ba139   5.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
ba140   5.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
la139   5.0000D-03   1.5419D-09     2.5297D-07    2.1424D-02	4.5779D-07    2.3600D-02   
la140   5.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
la141   5.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
ce140   5.0000D-03   3.4994D-09     7.3937D-07    2.1424D-02	1.3394D-06    2.3600D-02   
ce141   5.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
ce142   5.0000D-03   4.4500D-10     1.4433D-08    2.1424D-02	2.0023D-07    2.3600D-02   
ce143   5.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
pr141   5.0000D-03   5.8565D-10     7.1391D-08    2.1424D-02	1.3951D-07    2.3600D-02   
pr142   5.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
pr143   5.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
nd142   5.0000D-03   7.9465D-10     1.8849D-07    2.1424D-02	2.8751D-07    2.3600D-02   
nd143   5.0000D-03   3.5566D-10     2.7526D-08    2.1424D-02	6.2479D-08    2.3600D-02   
nd144   5.0000D-03   7.0556D-10     8.6329D-08    2.1424D-02	2.0506D-07    2.3600D-02   
nd145   5.0000D-03   2.4776D-10     1.6377D-08    2.1424D-02	3.9351D-08    2.3600D-02   
nd146   5.0000D-03   5.1564D-10     7.8597D-08    2.1424D-02	1.9177D-07    2.3600D-02   
nd147   5.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
nd148   5.0000D-03   1.7558D-10     5.8856D-09    2.1424D-02	2.1932D-08    2.3600D-02   
nd149   5.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
nd150   5.0000D-03   1.7423D-10     4.6880D-12    2.1424D-02	1.1258D-12    2.3600D-02   
pm147   5.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
pm148   5.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
pm149   5.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
sm147   5.0000D-03   1.4588D-10     7.1387D-09    2.1424D-02	1.7435D-08    2.3600D-02   
sm148   5.0000D-03   1.0748D-10     2.5618D-08    2.1424D-02	6.1095D-08    2.3600D-02   
sm149   5.0000D-03   1.3193D-10     3.8802D-09    2.1424D-02	9.9314D-09    2.3600D-02   
sm150   5.0000D-03   7.1257D-11     1.6685D-08    2.1424D-02	4.3043D-08    2.3600D-02   
sm151   5.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
sm152   5.0000D-03   2.6047D-10     1.3869D-08    2.1424D-02	3.6548D-08    2.3600D-02   
sm153   5.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
sm154   5.0000D-03   2.2445D-10     3.0630D-10    2.1424D-02	9.1996D-10    2.3600D-02   
eu151   5.0000D-03   1.7464D-10     2.6766D-09    2.1424D-02	6.9621D-09    2.3600D-02   
eu152   5.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu153   5.0000D-03   1.9331D-10     2.2848D-09    2.1424D-02	5.9932D-09    2.3600D-02   
eu154   5.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu155   5.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu156   5.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu157   5.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
      					       	       	  		   				          
ba134   6.0000D-03   3.6327D-10     8.2390D-08    2.1424D-02	1.1817D-07    2.3600D-02   
ba135   6.0000D-03   9.9387D-10     5.4039D-08    2.1424D-02	1.0359D-07    2.3600D-02   
ba136   6.0000D-03   1.1940D-09     2.8060D-07    2.1424D-02	3.9553D-07    2.3600D-02   
ba137   6.0000D-03   1.7173D-09     2.4245D-07    2.1424D-02	7.7135D-07    2.3600D-02   
ba138   6.0000D-03   1.1052D-08     2.0649D-06    2.1424D-02	4.2759D-06    2.3600D-02   
ba139   6.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
ba140   6.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
la139   6.0000D-03   1.5419D-09     2.0563D-07    2.1424D-02	4.4069D-07    2.3600D-02   
la140   6.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
la141   6.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
ce140   6.0000D-03   3.4994D-09     5.7443D-07    2.1424D-02	1.2232D-06    2.3600D-02   
ce141   6.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
ce142   6.0000D-03   4.4500D-10     1.0111D-08    2.1424D-02	1.7603D-07    2.3600D-02   
ce143   6.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
pr141   6.0000D-03   5.8565D-10     5.4991D-08    2.1424D-02	1.2702D-07    2.3600D-02   
pr142   6.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
pr143   6.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
nd142   6.0000D-03   7.9465D-10     1.4440D-07    2.1424D-02	2.5770D-07    2.3600D-02   
nd143   6.0000D-03   3.5566D-10     2.0946D-08    2.1424D-02	5.5482D-08    2.3600D-02   
nd144   6.0000D-03   7.0556D-10     6.5331D-08    2.1424D-02	1.8040D-07    2.3600D-02   
nd145   6.0000D-03   2.4776D-10     1.2377D-08    2.1424D-02	3.4554D-08    2.3600D-02   
nd146   6.0000D-03   5.1564D-10     5.9229D-08    2.1424D-02	1.6663D-07    2.3600D-02   
nd147   6.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
nd148   6.0000D-03   1.7558D-10     4.3087D-09    2.1424D-02	1.9101D-08    2.3600D-02   
nd149   6.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
nd150   6.0000D-03   1.7423D-10     6.0697D-12    2.1424D-02	1.4327D-12    2.3600D-02   
pm147   6.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
pm148   6.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
pm149   6.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
sm147   6.0000D-03   1.4588D-10     5.3789D-09    2.1424D-02	1.5137D-08    2.3600D-02   
sm148   6.0000D-03   1.0748D-10     1.9304D-08    2.1424D-02	5.2694D-08    2.3600D-02   
sm149   6.0000D-03   1.3193D-10     2.9126D-09    2.1424D-02	8.5747D-09    2.3600D-02   
sm150   6.0000D-03   7.1257D-11     1.2519D-08    2.1424D-02	3.7077D-08    2.3600D-02   
sm151   6.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
sm152   6.0000D-03   2.6047D-10     1.0386D-08    2.1424D-02	3.1396D-08    2.3600D-02   
sm153   6.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
sm154   6.0000D-03   2.2445D-10     2.2938D-10    2.1424D-02	8.0147D-10    2.3600D-02   
eu151   6.0000D-03   1.7464D-10     2.0071D-09    2.1424D-02	5.9909D-09    2.3600D-02   
eu152   6.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu153   6.0000D-03   1.9331D-10     1.7114D-09    2.1424D-02	5.1486D-09    2.3600D-02   
eu154   6.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu155   6.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu156   6.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu157   6.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
      					       				   	       	       		    
ba134   7.0000D-03   3.6327D-10     7.3595D-08    2.1424D-02	1.2001D-07    2.3600D-02   
ba135   7.0000D-03   9.9387D-10     4.7938D-08    2.1424D-02	1.0491D-07    2.3600D-02   
ba136   7.0000D-03   1.1940D-09     2.4653D-07    2.1424D-02	4.0034D-07    2.3600D-02   
ba137   7.0000D-03   1.7173D-09     2.0887D-07    2.1424D-02	7.5246D-07    2.3600D-02   
ba138   7.0000D-03   1.1052D-08     1.6782D-06    2.1424D-02	3.9168D-06    2.3600D-02   
ba139   7.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
ba140   7.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
la139   7.0000D-03   1.5419D-09     1.6556D-07    2.1424D-02	3.9767D-07    2.3600D-02   
la140   7.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
la141   7.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
ce140   7.0000D-03   3.4994D-09     4.6051D-07    2.1424D-02	1.0534D-06    2.3600D-02   
ce141   7.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
ce142   7.0000D-03   4.4500D-10     7.6271D-09    2.1424D-02	1.4714D-07    2.3600D-02   
ce143   7.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
pr141   7.0000D-03   5.8565D-10     4.3978D-08    2.1424D-02	1.0909D-07    2.3600D-02   
pr142   7.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
pr143   7.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
nd142   7.0000D-03   7.9465D-10     1.1634D-07    2.1424D-02	2.1830D-07    2.3600D-02   
nd143   7.0000D-03   3.5566D-10     1.6833D-08    2.1424D-02	4.6682D-08    2.3600D-02   
nd144   7.0000D-03   7.0556D-10     5.2599D-08    2.1424D-02	1.5062D-07    2.3600D-02   
nd145   7.0000D-03   2.4776D-10     9.9680D-09    2.1424D-02	2.8808D-08    2.3600D-02   
nd146   7.0000D-03   5.1564D-10     4.7876D-08    2.1424D-02	1.3778D-07    2.3600D-02   
nd147   7.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
nd148   7.0000D-03   1.7558D-10     3.4545D-09    2.1424D-02	1.5841D-08    2.3600D-02   
nd149   7.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
nd150   7.0000D-03   1.7423D-10     7.4652D-12    2.1424D-02	1.7705D-12    2.3600D-02   
pm147   7.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
pm148   7.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
pm149   7.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
sm147   7.0000D-03   1.4588D-10     4.3506D-09    2.1424D-02	1.2508D-08    2.3600D-02   
sm148   7.0000D-03   1.0748D-10     1.5628D-08    2.1424D-02	4.3316D-08    2.3600D-02   
sm149   7.0000D-03   1.3193D-10     2.3555D-09    2.1424D-02	7.0563D-09    2.3600D-02   
sm150   7.0000D-03   7.1257D-11     1.0136D-08    2.1424D-02	3.0457D-08    2.3600D-02   
sm151   7.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
sm152   7.0000D-03   2.6047D-10     8.4162D-09    2.1424D-02	2.5741D-08    2.3600D-02   
sm153   7.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
sm154   7.0000D-03   2.2445D-10     1.8847D-10    2.1424D-02	6.6497D-10    2.3600D-02   
eu151   7.0000D-03   1.7464D-10     1.6249D-09    2.1424D-02	4.9178D-09    2.3600D-02   
eu152   7.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu153   7.0000D-03   1.9331D-10     1.3868D-09    2.1424D-02	4.2213D-09    2.3600D-02   
eu154   7.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu155   7.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu156   7.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu157   7.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
      					       	       	  		   	       	       		    
ba134   8.0000D-03   3.6327D-10     6.3436D-08    2.1424D-02	1.1650D-07    2.3600D-02   
ba135   8.0000D-03   9.9387D-10     4.1090D-08    2.1424D-02	1.0152D-07    2.3600D-02   
ba136   8.0000D-03   1.1940D-09     2.0966D-07    2.1424D-02	3.8562D-07    2.3600D-02   
ba137   8.0000D-03   1.7173D-09     1.7502D-07    2.1424D-02	7.0046D-07    2.3600D-02   
ba138   8.0000D-03   1.1052D-08     1.3912D-06    2.1424D-02	3.4493D-06    2.3600D-02   
ba139   8.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
ba140   8.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
la139   8.0000D-03   1.5419D-09     1.3740D-07    2.1424D-02	3.4573D-07    2.3600D-02   
la140   8.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
la141   8.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
ce140   8.0000D-03   3.4994D-09     3.8846D-07    2.1424D-02	8.9171D-07    2.3600D-02   
ce141   8.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
ce142   8.0000D-03   4.4500D-10     6.1111D-09    2.1424D-02	1.2225D-07    2.3600D-02   
ce143   8.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
pr141   8.0000D-03   5.8565D-10     3.7082D-08    2.1424D-02	9.2274D-08    2.3600D-02   
pr142   8.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
pr143   8.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
nd142   8.0000D-03   7.9465D-10     9.9278D-08    2.1424D-02	1.8324D-07    2.3600D-02   
nd143   8.0000D-03   3.5566D-10     1.4340D-08    2.1424D-02	3.9003D-08    2.3600D-02   
nd144   8.0000D-03   7.0556D-10     4.4960D-08    2.1424D-02	1.2533D-07    2.3600D-02   
nd145   8.0000D-03   2.4776D-10     8.5252D-09    2.1424D-02	2.3951D-08    2.3600D-02   
nd146   8.0000D-03   5.1564D-10     4.1127D-08    2.1424D-02	1.1406D-07    2.3600D-02   
nd147   8.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
nd148   8.0000D-03   1.7558D-10     2.9339D-09    2.1424D-02	1.3233D-08    2.3600D-02   
nd149   8.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
nd150   8.0000D-03   1.7423D-10     8.9217D-12    2.1424D-02	2.1053D-12    2.3600D-02   
pm147   8.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
pm148   8.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
pm149   8.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
sm147   8.0000D-03   1.4588D-10     3.7398D-09    2.1424D-02	1.0352D-08    2.3600D-02   
sm148   8.0000D-03   1.0748D-10     1.3457D-08    2.1424D-02	3.5709D-08    2.3600D-02   
sm149   8.0000D-03   1.3193D-10     2.0252D-09    2.1424D-02	5.8296D-09    2.3600D-02   
sm150   8.0000D-03   7.1257D-11     8.7253D-09    2.1424D-02	2.5146D-08    2.3600D-02   
sm151   8.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
sm152   8.0000D-03   2.6047D-10     7.2498D-09    2.1424D-02	2.1240D-08    2.3600D-02   
sm153   8.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
sm154   8.0000D-03   2.2445D-10     1.6394D-10    2.1424D-02	5.5739D-10    2.3600D-02   
eu151   8.0000D-03   1.7464D-10     1.3986D-09    2.1424D-02	4.0582D-09    2.3600D-02   
eu152   8.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu153   8.0000D-03   1.9331D-10     1.1946D-09    2.1424D-02	3.4831D-09    2.3600D-02   
eu154   8.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu155   8.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu156   8.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu157   8.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
      					       	       	  		   	       	          
ba134   9.0000D-03   3.6327D-10     5.4209D-08    2.1424D-02	1.0885D-07    2.3600D-02   
ba135   9.0000D-03   9.9387D-10     3.4992D-08    2.1424D-02	9.4571D-08    2.3600D-02   
ba136   9.0000D-03   1.1940D-09     1.7786D-07    2.1424D-02	3.5691D-07    2.3600D-02   
ba137   9.0000D-03   1.7173D-09     1.4717D-07    2.1424D-02	6.2912D-07    2.3600D-02   
ba138   9.0000D-03   1.1052D-08     1.1918D-06    2.1424D-02	3.0004D-06    2.3600D-02   
ba139   9.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
ba140   9.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
la139   9.0000D-03   1.5419D-09     1.1843D-07    2.1424D-02	2.9834D-07    2.3600D-02   
la140   9.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
la141   9.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
ce140   9.0000D-03   3.4994D-09     3.3983D-07    2.1424D-02	7.6566D-07    2.3600D-02   
ce141   9.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
ce142   9.0000D-03   4.4500D-10     5.0963D-09    2.1424D-02	1.0363D-07    2.3600D-02   
ce143   9.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
pr141   9.0000D-03   5.8565D-10     3.2417D-08    2.1424D-02	7.9316D-08    2.3600D-02   
pr142   9.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
pr143   9.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
nd142   9.0000D-03   7.9465D-10     8.7504D-08    2.1424D-02	1.5749D-07    2.3600D-02   
nd143   9.0000D-03   3.5566D-10     1.2617D-08    2.1424D-02	3.3355D-08    2.3600D-02   
nd144   9.0000D-03   7.0556D-10     3.9605D-08    2.1424D-02	1.0706D-07    2.3600D-02   
nd145   9.0000D-03   2.4776D-10     7.5110D-09    2.1424D-02	2.0457D-08    2.3600D-02   
nd146   9.0000D-03   5.1564D-10     3.6305D-08    2.1424D-02	9.7347D-08    2.3600D-02   
nd147   9.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
nd148   9.0000D-03   1.7558D-10     2.5495D-09    2.1424D-02	1.1430D-08    2.3600D-02   
nd149   9.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
nd150   9.0000D-03   1.7423D-10     1.0432D-11    2.1424D-02	2.4527D-12    2.3600D-02   
pm147   9.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
pm148   9.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
pm149   9.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
sm147   9.0000D-03   1.4588D-10     3.3025D-09    2.1424D-02	8.8358D-09    2.3600D-02   
sm148   9.0000D-03   1.0748D-10     1.1897D-08    2.1424D-02	3.0398D-08    2.3600D-02   
sm149   9.0000D-03   1.3193D-10     1.7869D-09    2.1424D-02	4.9757D-09    2.3600D-02   
sm150   9.0000D-03   7.1257D-11     7.7034D-09    2.1424D-02	2.1465D-08    2.3600D-02   
sm151   9.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
sm152   9.0000D-03   2.6047D-10     6.3997D-09    2.1424D-02	1.8137D-08    2.3600D-02   
sm153   9.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
sm154   9.0000D-03   2.2445D-10     1.4560D-10    2.1424D-02	4.8441D-10    2.3600D-02   
eu151   9.0000D-03   1.7464D-10     1.2347D-09    2.1424D-02	3.4631D-09    2.3600D-02   
eu152   9.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu153   9.0000D-03   1.9331D-10     1.0546D-09    2.1424D-02	2.9745D-09    2.3600D-02   
eu154   9.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu155   9.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu156   9.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
eu157   9.0000D-03   0.0000D+00     0.0000D+00    2.1424D-02	0.0000D+00    2.3600D-02   
      					       				   	       	          
ba134   1.0000D-02   3.6327D-10     4.6871D-08    1.1856D-02	1.0119D-07    1.3100D-02   
ba135   1.0000D-02   9.9387D-10     3.0202D-08    1.1856D-02	7.7704D-08    1.3100D-02   
ba136   1.0000D-02   1.1940D-09     1.5362D-07    1.1856D-02	3.4676D-07    1.3100D-02   
ba137   1.0000D-02   1.7173D-09     1.2661D-07    1.1856D-02	3.3562D-07    1.3100D-02   
ba138   1.0000D-02   1.1052D-08     1.0508D-06    1.1856D-02	2.5055D-06    1.3100D-02   
ba139   1.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ba140   1.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
la139   1.0000D-02   1.5419D-09     1.0500D-07    1.1856D-02	2.4718D-07    1.3100D-02   
la140   1.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
la141   1.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ce140   1.0000D-02   3.4994D-09     3.0223D-07    1.1856D-02	6.9181D-07    1.3100D-02   
ce141   1.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
ce142   1.0000D-02   4.4500D-10     4.3327D-09    1.1856D-02	2.5734D-08    1.3100D-02   
ce143   1.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pr141   1.0000D-02   5.8565D-10     2.8777D-08    1.1856D-02	6.8445D-08    1.3100D-02   
pr142   1.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pr143   1.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd142   1.0000D-02   7.9465D-10     7.7865D-08    1.1856D-02	1.6700D-07    1.3100D-02   
nd143   1.0000D-02   3.5566D-10     1.1204D-08    1.1856D-02	2.5910D-08    1.3100D-02   
nd144   1.0000D-02   7.0556D-10     3.5128D-08    1.1856D-02	8.2184D-08    1.3100D-02   
nd145   1.0000D-02   2.4776D-10     6.6597D-09    1.1856D-02	1.5586D-08    1.3100D-02   
nd146   1.0000D-02   5.1564D-10     3.2169D-08    1.1856D-02	7.4935D-08    1.3100D-02   
nd147   1.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd148   1.0000D-02   1.7558D-10     2.2192D-09    1.1856D-02	8.5643D-09    1.3100D-02   
nd149   1.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
nd150   1.0000D-02   1.7423D-10     1.1991D-11    1.1856D-02	1.2850D-11    1.3100D-02   
pm147   1.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
pm148   1.0000D-02   0.0000D+00     0.0000D+00    1.1856D-02	0.0000D+00    1.3100D-02   
